,NLC,Station,En/Ex 2007,En/Ex 2008,En/Ex 2009,En/Ex 2010,En/Ex 2011,En/Ex 2012,En/Ex 2013,En/Ex 2014,En/Ex 2015,En/Ex 2016,En/Ex 2017,En/Ex 2018,En/Ex 2019,En/Ex 2020,En/Ex 2021,LINES,NETWORK,London Underground,Elizabeth Line,London Overground,DLR,Night Tube?
310,894.0,Gallions Reach,,,,,,,,,,,1405306.0,1484206.0,1416166.0,870533.0,1095624.0,DLR,,,,,Yes,No
311,895.0,Beckton,,,,,,,,,,,2532056.0,2376180.0,2364126.0,1866578.0,1373476.0,DLR,,,,,Yes,No
312,897.0,Deptford Bridge,,,,,,,,,,,4242465.0,4005170.0,4214301.0,1139053.0,1766459.0,DLR,,,,,Yes,No
313,898.0,Elverson Road,,,,,,,,,,,1965251.0,1683418.0,1700793.0,992404.0,884912.0,DLR,,,,,Yes,No
314,928.0,Greenwich,,,,,,,,,,,5205602.0,4936188.0,4854886.0,2084916.0,2725047.0,DLR,,,,,Yes,No
315,940.0,Lewisham DLR,,,,,,,,,,,10846562.0,9860449.0,9662035.0,4236407.0,4701185.0,DLR,,,,,Yes,No
316,1022.0,Haggerston,,,,,,,,,,,3351634.0,3230842.0,3456324.0,1260312.0,1815479.0,London Overground,,,,Yes,,Yes
317,1023.0,Hoxton,,,,,,,,,,,3249377.0,3114353.0,3318585.0,1305815.0,1949719.0,London Overground,,,,Yes,,Yes
318,1024.0,Shoreditch High Street,,,,,,,,,,,8860547.0,8937833.0,9507906.0,1376963.0,4601311.0,London Overground,,,,Yes,,Yes
319,1039.0,Rotherhithe,,,,,,,,,,,1826741.0,1817189.0,1786036.0,601765.0,860347.0,London Overground,,,,Yes,,Yes
320,1082.0,Shadwell LO,,,,,,,,,,,4331978.0,5388663.0,5561873.0,1956196.0,2678672.0,London Overground,,,,Yes,,Yes
321,1083.0,Surrey Quays,,,,,,,,,,,4926621.0,4742011.0,4873849.0,2084074.0,2939844.0,London Overground,,,,Yes,,Yes
322,1085.0,Wapping,,,,,,,,,,,2481764.0,2512598.0,2548862.0,775518.0,1340834.0,London Overground,,,,Yes,,Yes
323,1395.0,Bushey,,,,,,,,,,,651775.0,665334.0,698731.0,261806.0,396594.0,London Overground,,,,Yes,,No
324,1398.0,Hatch End,,,,,,,,,,,710039.0,715589.0,726221.0,356731.0,443478.0,London Overground,,,,Yes,,No
325,1402.0,Watford Junction,,,,,,,,,,,1492464.0,1491039.0,1681091.0,664957.0,1135592.0,London Overground,,,,Yes,,No
326,1404.0,Acton Central,,,,,,,,,,,1990116.0,1845816.0,1790280.0,1134052.0,1167174.0,London Overground,,,,Yes,,No
327,1409.0,Gospel Oak,,,,,,,,,,,2467887.0,2729452.0,2691232.0,1968124.0,1777739.0,London Overground,,,,Yes,,No
328,1413.0,Hampstead Heath,,,,,,,,,,,3562249.0,3562302.0,3466018.0,2698906.0,2246249.0,London Overground,,,,Yes,,No
329,1415.0,Kilburn High Road,,,,,,,,,,,866081.0,811126.0,930564.0,441473.0,539192.0,London Overground,,,,Yes,,No
330,1421.0,West Hampstead LO,,,,,,,,,,,5860118.0,5382676.0,5056826.0,2773686.0,3117437.0,London Overground,,,,Yes,,No
331,1429.0,Dalston Kingsland,,,,,,,,,,,6461602.0,6376332.0,6415030.0,3124929.0,4048993.0,London Overground,,,,Yes,,No
332,1434.0,Headstone Lane,,,,,,,,,,,658172.0,620534.0,652914.0,413101.0,384932.0,,,,,,,
333,1437.0,Brondesbury,,,,,,,,,,,2924794.0,3059657.0,2968014.0,1839585.0,1838214.0,London Overground,,,,Yes,,No
334,1438.0,Brondesbury Park,,,,,,,,,,,1584534.0,1511170.0,1517887.0,913806.0,984626.0,London Overground,,,,Yes,,No
335,1439.0,Caledonian Road & Barnsbury,,,,,,,,,,,1742987.0,1679845.0,1802241.0,898929.0,1350071.0,London Overground,,,,Yes,,No
336,1440.0,Camden Road,,,,,,,,,,,5471661.0,5115423.0,5062324.0,2226106.0,2853286.0,London Overground,,,,Yes,,No
337,1441.0,Canonbury,,,,,,,,,,,3333820.0,3108125.0,3104982.0,1255178.0,1803938.0,London Overground,,,,Yes,,Yes
338,1442.0,Carpenders Park,,,,,,,,,,,1091852.0,1113234.0,1191720.0,702972.0,766704.0,London Overground,,,,Yes,,No
339,1443.0,Dalston Junction,,,,,,,,,,,5909377.0,5730840.0,6214642.0,2069833.0,3212644.0,London Overground,,,,Yes,,Yes
340,1444.0,Euston NR,,,,,,,,,,,3561954.0,3652046.0,4125202.0,1420814.0,2116277.0,London Overground,,,,Yes,,No
341,1445.0,Finchley Road & Frognal,,,,,,,,,,,2273363.0,2403061.0,2364775.0,1370533.0,1445981.0,London Overground,,,,Yes,,No
342,1448.0,Kensal Rise,,,,,,,,,,,2946889.0,2874085.0,2987835.0,1791959.0,2095470.0,London Overground,,,,Yes,,No
343,1449.0,Kentish Town West,,,,,,,,,,,2493968.0,2174959.0,2161589.0,1077455.0,1629280.0,London Overground,,,,Yes,,No
344,1451.0,South Hampstead,,,,,,,,,,,510791.0,507714.0,577003.0,352022.0,412312.0,London Overground,,,,Yes,,No
345,1452.0,South Acton,,,,,,,,,,,1378003.0,1490942.0,1457168.0,682929.0,831678.0,London Overground,,,,Yes,,No
346,1455.0,Watford High Street,,,,,,,,,,,1383367.0,1283695.0,1404551.0,720831.0,971404.0,London Overground,,,,Yes,,No
347,1524.0,Upper Holloway,,,,,,,,,,,887733.0,1235903.0,1389262.0,1087744.0,1169992.0,London Overground,,,,Yes,,No
348,5150.0,New Cross,,,,,,,,,,,2784006.0,2660707.0,2655302.0,1492538.0,1532792.0,London Overground,,,,Yes,,No
349,5301.0,Clapham High Street,,,,,,,,,,,2248857.0,2192193.0,2260168.0,936152.0,1231647.0,London Overground,,,,Yes,,No
350,5345.0,New Cross Gate,,,,,,,,,,,6886621.0,5850998.0,5606001.0,2076254.0,2724966.0,London Overground,,,,Yes,,Yes
351,5356.0,Crystal Palace,,,,,,,,,,,2058418.0,2094773.0,2000025.0,1455238.0,1667100.0,London Overground,,,,Yes,,No
352,5362.0,Forest Hill,,,,,,,,,,,3491388.0,3354862.0,3366957.0,1202543.0,1701565.0,London Overground,,,,Yes,,No
353,5372.0,Wandsworth Road,,,,,,,,,,,857961.0,837919.0,852193.0,393435.0,455293.0,London Overground,,,,Yes,,No
354,5376.0,Norwood Junction,,,,,,,,,,,1475831.0,1447591.0,1568093.0,749301.0,886919.0,London Overground,,,,Yes,,No
355,5378.0,Penge West,,,,,,,,,,,1038116.0,813443.0,842354.0,359406.0,572881.0,London Overground,,,,Yes,,No
356,5397.0,Anerley,,,,,,,,,,,1141012.0,1220020.0,1264544.0,558737.0,821918.0,London Overground,,,,Yes,,No
357,5404.0,Brockley,,,,,,,,,,,4377054.0,4254718.0,4280207.0,1633785.0,2280512.0,London Overground,,,,Yes,,No
358,5411.0,West Croydon NR,,,,,,,,,,,3259957.0,3772252.0,3594643.0,2289241.0,2293962.0,London Overground,,,,Yes,,No
359,5418.0,Honor Oak Park,,,,,,,,,,,3133342.0,3114594.0,3194783.0,1069321.0,1640297.0,London Overground,,,,Yes,,No
360,5420.0,Battersea Park,,,,,,,,,,,10383.0,10910.0,12154.0,10748.0,6842.0,London Overground,,,,Yes,,No
361,5421.0,Denmark Hill,,,,,,,,,,,7709693.0,7382684.0,7990260.0,3742004.0,4447266.0,London Overground,,,,Yes,,No
362,5423.0,Peckham Rye,,,,,,,,,,,4084899.0,4113512.0,4200052.0,1518905.0,2241738.0,London Overground,,,,Yes,,No
363,5424.0,Queens Road Peckham,,,,,,,,,,,1962509.0,2084056.0,2120306.0,942423.0,1158467.0,London Overground,,,,Yes,,No
364,5437.0,Sydenham,,,,,,,,,,,2974643.0,2907347.0,2962757.0,1100736.0,1456686.0,London Overground,,,,Yes,,No
365,5595.0,Clapham Junction,,,,,,,,,,,14788770.0,14878382.0,14773995.0,9994169.0,10438622.0,London Overground,,,,Yes,,No
366,6814.0,Cheshunt,,,,,,,,,,,453708.0,437039.0,459470.0,198951.0,340289.0,London Overground,,,,Yes,,No
367,6867.0,Hackney Downs,,,,,,,,,,,3347992.0,3334586.0,3480439.0,1715892.0,2128124.0,London Overground,,,,Yes,,No
368,6872.0,Brentwood,,,,,,,,,,,2910274.0,2971409.0,2430028.0,1168543.0,1390728.0,TfL Rail,,,Yes,,,No
369,6874.0,Chadwell Heath,,,,,,,,,,,4000605.0,3855694.0,4402503.0,2469914.0,2396450.0,TfL Rail,,,Yes,,,No
370,6876.0,Forest Gate,,,,,,,,,,,2956428.0,3236484.0,3931741.0,2488244.0,2548489.0,TfL Rail,,,Yes,,,No
371,6877.0,Gidea Park,,,,,,,,,,,2393978.0,2717776.0,3091264.0,1273342.0,1533725.0,TfL Rail,,,Yes,,,No
372,6878.0,Goodmayes,,,,,,,,,,,3481761.0,3445071.0,3969489.0,2290994.0,2145176.0,TfL Rail,,,Yes,,,No
373,6879.0,Harold Wood,,,,,,,,,,,2495901.0,2752817.0,3102641.0,1573665.0,1760138.0,TfL Rail,,,Yes,,,No
374,6881.0,Ilford,,,,,,,,,,,7987556.0,7653644.0,8343355.0,3930054.0,4106402.0,TfL Rail,,,Yes,,,No
375,6883.0,Manor Park,,,,,,,,,,,2120086.0,1980072.0,2762719.0,1687629.0,1781334.0,TfL Rail,,,Yes,,,No
376,6886.0,Romford,,,,,,,,,,,8484992.0,7891190.0,9522899.0,4569696.0,5920159.0,"London Overground, TfL Rail",,,Yes,Yes,,No
377,6888.0,Shenfield,,,,,,,,,,,1724799.0,1593139.0,1857641.0,1365424.0,1493660.0,TfL Rail,,,Yes,,,No
378,6893.0,Seven Kings,,,,,,,,,,,3030081.0,3133514.0,3519698.0,2087123.0,2046889.0,TfL Rail,,,Yes,,,No
379,6913.0,Bush Hill Park,,,,,,,,,,,1204935.0,1257096.0,1416560.0,508104.0,753674.0,London Overground,,,,Yes,,No
380,6914.0,Chingford,,,,,,,,,,,2084007.0,2123980.0,2215460.0,999111.0,1279317.0,London Overground,,,,Yes,,No
381,6919.0,Highams Park,,,,,,,,,,,2308794.0,2801865.0,2900832.0,1215998.0,1735398.0,London Overground,,,,Yes,,No
382,6926.0,Clapton,,,,,,,,,,,1776056.0,1879898.0,1900867.0,905095.0,1157488.0,London Overground,,,,Yes,,No
383,6934.0,Stoke Newington,,,,,,,,,,,1545265.0,1446191.0,1607495.0,715508.0,1176525.0,London Overground,,,,Yes,,No
384,6941.0,Edmonton Green,,,,,,,,,,,3709925.0,3568143.0,4058791.0,2105087.0,2348713.0,London Overground,,,,Yes,,No
385,6947.0,Southbury,,,,,,,,,,,1271810.0,1138676.0,1175370.0,615296.0,693974.0,London Overground,,,,Yes,,No
386,6949.0,Theobalds Grove,,,,,,,,,,,743156.0,734754.0,770253.0,392947.0,466660.0,London Overground,,,,Yes,,No
387,6952.0,Turkey Street,,,,,,,,,,,1287754.0,1235516.0,1269753.0,623317.0,671342.0,London Overground,,,,Yes,,No
388,6954.0,Wood Street,,,,,,,,,,,1422045.0,1781513.0,1862285.0,947291.0,1242080.0,London Overground,,,,Yes,,No
389,6956.0,White Hart Lane,,,,,,,,,,,2264604.0,2358599.0,1885627.0,1027468.0,1161269.0,London Overground,,,,Yes,,No
390,6958.0,Bruce Grove,,,,,,,,,,,1580400.0,1564321.0,1782467.0,936661.0,1378067.0,London Overground,,,,Yes,,No
391,6959.0,Enfield Town,,,,,,,,,,,2388070.0,2441874.0,2461521.0,1058812.0,1437473.0,London Overground,,,,Yes,,No
392,6961.0,Bethnal Green LO,,,,,,,,,,,1364618.0,1357219.0,1352754.0,891335.0,1047192.0,London Overground,,,,Yes,,No
393,6962.0,Cambridge Heath,,,,,,,,,,,980935.0,997132.0,1115133.0,516410.0,889589.0,London Overground,,,,Yes,,No
394,6965.0,Liverpool Street NR,,,,,,,,,,,28427447.0,29893382.0,32248118.0,12114962.0,16460908.0,TfL Rail,,,Yes,,,No
395,6966.0,London Fields,,,,,,,,,,,1784175.0,1791071.0,2050471.0,787176.0,1188188.0,London Overground,,,,Yes,,No
396,6967.0,Rectory Road,,,,,,,,,,,1181806.0,1095421.0,1161046.0,468783.0,869834.0,London Overground,,,,Yes,,No
397,6968.0,Stamford Hill,,,,,,,,,,,987086.0,948856.0,1028322.0,637758.0,695033.0,London Overground,,,,Yes,,No
398,6970.0,Maryland,,,,,,,,,,,1283840.0,1108395.0,1556190.0,1080904.0,1316546.0,TfL Rail,,,Yes,,,No
399,6972.0,Silver Street,,,,,,,,,,,2498643.0,2560391.0,2896057.0,1589687.0,1682406.0,London Overground,,,,Yes,,No
400,6973.0,St James Street,,,,,,,,,,,1133828.0,1283744.0,1331099.0,719781.0,893897.0,London Overground,,,,Yes,,No
401,6977.0,Hackney Central,,,,,,,,,,,6639640.0,7269623.0,7355336.0,3074965.0,3873150.0,London Overground,,,,Yes,,No
402,6978.0,Hackney Wick,,,,,,,,,,,2027072.0,1296778.0,2865480.0,1294674.0,2034502.0,London Overground,,,,Yes,,No
403,6979.0,Homerton,,,,,,,,,,,4916632.0,5070913.0,5106067.0,2563827.0,3004286.0,London Overground,,,,Yes,,No
404,7401.0,Harringay Green Lanes,,,,,,,,,,,934235.0,1228323.0,1342722.0,1043961.0,976641.0,London Overground,,,,Yes,,No
405,7402.0,Leyton Midland Road,,,,,,,,,,,1502699.0,1346936.0,1441735.0,1112804.0,997076.0,London Overground,,,,Yes,,No
406,7403.0,Leytonstone High Road,,,,,,,,,,,1107993.0,970484.0,1018773.0,742928.0,721287.0,London Overground,,,,Yes,,No
407,7404.0,South Tottenham,,,,,,,,,,,1342130.0,1578273.0,1269078.0,1156264.0,950085.0,London Overground,,,,Yes,,No
408,7406.0,Crouch Hill,,,,,,,,,,,719487.0,945139.0,942814.0,733856.0,727117.0,London Overground,,,,Yes,,No
409,7407.0,Walthamstow Queen's Road,,,,,,,,,,,1602249.0,2007298.0,2342011.0,969517.0,877303.0,London Overground,,,,Yes,,No
410,7408.0,Wanstead Park,,,,,,,,,,,1060998.0,1110917.0,1195337.0,996649.0,890743.0,London Overground,,,,Yes,,No
411,7467.0,Woodgrange Park,,,,,,,,,,,962973.0,891843.0,898106.0,778844.0,631946.0,London Overground,,,,Yes,,No
412,7473.0,Emerson Park,,,,,,,,,,,275227.0,282798.0,322550.0,119939.0,183964.0,London Overground,,,,Yes,,No
413,9586.0,Imperial Wharf,,,,,,,,,,,3307690.0,3151525.0,3022704.0,1547700.0,2061276.0,London Overground,,,,Yes,,No
414,9587.0,Shepherd's Bush NR,,,,,,,,,,,8458803.0,8230210.0,8312280.0,2900189.0,4551302.0,London Overground,,,,Yes,,No
415,3000.0,Acton Main Line,,,,,,,,,,,,300026.0,381479.0,178777.0,316257.0,TfL Rail,,,Yes,,,No
416,3087.0,Paddington NR,,,,,,,,,,,,4086849.0,4722949.0,5977071.0,8513238.0,TfL Rail,,,Yes,,,No
417,3186.0,Hayes & Harlington,,,,,,,,,,,,2246986.0,2546115.0,1147933.0,1620176.0,London Overground,,,,Yes,,No
418,3186.0,Hayes & Harlington,,,,,,,,,,,,2246986.0,2546115.0,1147933.0,1620176.0,TfL Rail,,,Yes,,,No
419,3187.0,Southall,,,,,,,,,,,,1723747.0,2563229.0,1429088.0,2294079.0,TfL Rail,,,Yes,,,No
420,3188.0,West Ealing,,,,,,,,,,,,1215358.0,1487684.0,663903.0,908453.0,TfL Rail,,,Yes,,,No
421,3191.0,Hanwell,,,,,,,,,,,,364993.0,675795.0,387664.0,576380.0,TfL Rail,,,Yes,,,No
422,7090.0,Heathrow Terminals 2 & 3 EL,,,,,,,,,,,,1436239.0,1664708.0,129339.0,723162.0,TfL Rail,,,Yes,,,No
423,7091.0,Heathrow Terminal 4 EL,,,,,,,,,,,,1420311.0,1426266.0,0.0,0.0,TfL Rail,,,Yes,,,No
424,3147.0,Maidenhead,,,,,,,,,,,,,,102141.0,1964707.0,TfL Rail,,,Yes,,,No
425,3149.0,Reading,,,,,,,,,,,,,,1211829.0,1544095.0,TfL Rail,,,Yes,,,No
426,3151.0,Taplow,,,,,,,,,,,,,,20878.0,266945.0,TfL Rail,,,Yes,,,No
427,3155.0,Twyford,,,,,,,,,,,,,,13407.0,837725.0,TfL Rail,,,Yes,,,No
428,3170.0,Iver,,,,,,,,,,,,,,43002.0,182117.0,TfL Rail,,,Yes,,,No
429,3171.0,Langley,,,,,,,,,,,,,,81604.0,565434.0,TfL Rail,,,Yes,,,No
430,3172.0,Slough,,,,,,,,,,,,,,234410.0,2170889.0,TfL Rail,,,Yes,,,No
431,3174.0,West Drayton,,,,,,,,,,,,,,1104778.0,1361605.0,TfL Rail,,,Yes,,,No
432,3176.0,Burnham,,,,,,,,,,,,,,106258.0,894325.0,TfL Rail,,,Yes,,,No
433,9846.0,Heathrow Terminal 5 EL,,,,,,,,,,,,,,668011.0,260928.0,TfL Rail,,,Yes,,,No
434,831.0,Nine Elms,,,,,,,,,,,,,,,1163116.0,Northern,London Underground,Yes,,,,No
435,832.0,Battersea Power Station,,,,,,,,,,,,,,,2177911.0,Northern,London Underground,Yes,,,,No
